Address,Postcode,Floor Area,House Number,Street Name
"8, Ridlington Close, Lower Earley",RG6 3BB,1259,8,Ridlington Close
"11, Ridlington Close, Lower Earley",RG6 3BB,1776,11,Ridlington Close
"7, Ridlington Close, Lower Earley",RG6 3BB,1410,7,Ridlington Close
"6, Ridlington Close, Lower Earley",RG6 3BB,1152,6,Ridlington Close
"12, Ridlington Close, Lower Earley",RG6 3BB,1733,12,Ridlington Close
"3, Ridlington Close, Lower Earley",RG6 3BB,1711,3,Ridlington Close
"14, Ridlington Close, Lower Earley",RG6 3BB,1159,14,Ridlington Close
"6 Thistleton Way, Lower Earley",RG6 3BD,1313,6,Thistleton Way
"2 THISTLETON WAY, EARLEY",RG6 3BD,1173,2,THISTLETON WAY
"9, Thistleton Way, Lower Earley",RG6 3BD,1389,9,Thistleton Way
"7, Thistleton Way, Lower Earley",RG6 3BD,1701,7,Thistleton Way
"6, Thistleton Way, Lower Earley",RG6 3BD,1647,6,Thistleton Way
"11, Thistleton Way, Lower Earley",RG6 3BD,1453,11,Thistleton Way
"17, Thistleton Way, Lower Earley",RG6 3BD,1313,17,Thistleton Way
"12, Thistleton Way, Lower Earley",RG6 3BD,1141,12,Thistleton Way
"8, Thistleton Way, Lower Earley",RG6 3BD,1808,8,Thistleton Way
"2, Thistleton Way, Lower Earley",RG6 3BD,1066,2,Thistleton Way
"15, Thistleton Way, Lower Earley",RG6 3BD,1265,15,Thistleton Way
"3, Thistleton Way, Lower Earley",RG6 3BD,1142,3,Thistleton Way
"4, Thistleton Way, Lower Earley",RG6 3BD,1147,4,Thistleton Way
"22 Saleby Close, Lower Earley",RG6 3BE,764,22,Saleby Close
"17 Saleby Close, Lower Earley",RG6 3BE,517,17,Saleby Close
"11 SALEBY CLOSE, WOKINGHAM, READING",RG6 3BE,527,11,SALEBY CLOSE
"12, Saleby Close, Lower Earley",RG6 3BE,980,12,Saleby Close
"3, Saleby Close, Lower Earley",RG6 3BE,807,3,Saleby Close
"7, Saleby Close, Lower Earley",RG6 3BE,506,7,Saleby Close
"4, Saleby Close, Lower Earley",RG6 3BE,1173,4,Saleby Close
"23, Saleby Close, Lower Earley",RG6 3BE,484,23,Saleby Close
"6, Saleby Close, Lower Earley",RG6 3BE,753,6,Saleby Close
"5, Saleby Close, Lower Earley",RG6 3BE,893,5,Saleby Close
"21, Saleby Close, Lower Earley",RG6 3BE,538,21,Saleby Close
"9, Saleby Close, Lower Earley",RG6 3BE,538,9,Saleby Close
"12, Saleby Close, Lower Earley",RG6 3BE,764,12,Saleby Close
"19, Saleby Close, Lower Earley",RG6 3BE,517,19,Saleby Close
"17, Saleby Close, Lower Earley",RG6 3BE,519,17,Saleby Close
"11, Saleby Close, Lower Earley",RG6 3BE,521,11,Saleby Close
"16, Saleby Close, Lower Earley",RG6 3BE,783,16,Saleby Close
"18 Markby Way, Lower Earley",RG6 3BG,1087,18,Markby Way
"33 MARKBY WAY, LOWER EARLEY",RG6 3BG,786,33,MARKBY WAY
"34 , Markby Way, Lower Earley",RG6 3BG,1012,34,
"19, Markby Way, Lower Earley",RG6 3BG,517,19,Markby Way
"21, Markby Way, Lower Earley",RG6 3BG,517,21,Markby Way
"31, Markby Way, Lower Earley",RG6 3BG,872,31,Markby Way
"3, Markby Way, Lower Earley",RG6 3BG,495,3,Markby Way
"5, Markby Way, Lower Earley",RG6 3BG,635,5,Markby Way
"29, Markby Way, Lower Earley",RG6 3BG,904,29,Markby Way
"1, Markby Way, Lower Earley",RG6 3BG,527,1,Markby Way
"20, Markby Way, Lower Earley",RG6 3BG,764,20,Markby Way
"8, Markby Way, Lower Earley",RG6 3BG,635,8,Markby Way
"17, Markby Way, Lower Earley",RG6 3BG,872,17,Markby Way
"28, Markby Way, Lower Earley",RG6 3BG,990,28,Markby Way
"25, Markby Way, Lower Earley",RG6 3BG,549,25,Markby Way
"4, Markby Way, Lower Earley",RG6 3BG,743,4,Markby Way
"6, Markby Way, Lower Earley",RG6 3BG,635,6,Markby Way
"22, Markby Way, Lower Earley",RG6 3BG,764,22,Markby Way
"9, Markby Way, Lower Earley",RG6 3BG,624,9,Markby Way
"37, Markby Way, Lower Earley",RG6 3BG,503,37,Markby Way
"14, Markby Way, Lower Earley",RG6 3BG,478,14,Markby Way
"30, Markby Way, Lower Earley",RG6 3BG,778,30,Markby Way
"35, Markby Way, Lower Earley",RG6 3BG,668,35,Markby Way
"12, Markby Way, Lower Earley",RG6 3BG,525,12,Markby Way
"39, Markby Way, Lower Earley",RG6 3BG,525,39,Markby Way
"7, Markby Way, Lower Earley",RG6 3BG,627,7,Markby Way
"9, Bythorn Close, Lower Earley",RG6 3BH,1302,9,Bythorn Close
"3, Bythorn Close, Lower Earley",RG6 3BH,1313,3,Bythorn Close
"5, Bythorn Close, Lower Earley",RG6 3BH,893,5,Bythorn Close
"2, Bythorn Close, Lower Earley",RG6 3BH,1636,2,Bythorn Close
"15, Bythorn Close, Lower Earley",RG6 3BH,1033,15,Bythorn Close
"19, Bythorn Close, Lower Earley",RG6 3BH,1195,19,Bythorn Close
"10, Bythorn Close, Lower Earley",RG6 3BH,1195,10,Bythorn Close
"5, Bythorn Close, Lower Earley",RG6 3BH,884,5,Bythorn Close
"14, Bythorn Close, Lower Earley",RG6 3BH,1367,14,Bythorn Close
"5 Tinwell Close, Lower Earley",RG6 3BJ,1270,5,Tinwell Close
"16 Tinwell Close, Lower Earley",RG6 3BJ,883,16,Tinwell Close
"19 Tinwell Close, Lower Earley",RG6 3BJ,1141,19,Tinwell Close
"17 TINWELL CLOSE, LOWER EARLEY",RG6 3BJ,1141,17,TINWELL CLOSE
"24, Tinwell Close, Lower Earley",RG6 3BJ,1098,24,Tinwell Close
"9, Tinwell Close, Lower Earley",RG6 3BJ,1292,9,Tinwell Close
"1, Tinwell Close, Lower Earley",RG6 3BJ,1550,1,Tinwell Close
"28, Tinwell Close, Lower Earley",RG6 3BJ,1044,28,Tinwell Close
"25 Tinwell Close, Lower Earley",RG6 3BJ,1356,25,Tinwell Close
"30, Tinwell Close, Lower Earley",RG6 3BJ,1206,30,Tinwell Close
"2, Tinwell Close, Lower Earley",RG6 3BJ,1066,2,Tinwell Close
"3, Tinwell Close, Lower Earley",RG6 3BJ,1130,3,Tinwell Close
"1, Tinwell Close, Lower Earley",RG6 3BJ,1518,1,Tinwell Close
"12, Tinwell Close, Lower Earley",RG6 3BJ,947,12,Tinwell Close
"21, Tinwell Close, Lower Earley",RG6 3BJ,1119,21,Tinwell Close
"18, Tinwell Close, Lower Earley",RG6 3BJ,323,18,Tinwell Close
"11, Tinwell Close, Lower Earley",RG6 3BJ,1249,11,Tinwell Close
"21, Tinwell Close, Lower Earley",RG6 3BJ,1163,21,Tinwell Close
"10, Tinwell Close, Lower Earley",RG6 3BJ,1066,10,Tinwell Close
"5, Tinwell Close, Lower Earley",RG6 3BJ,1063,5,Tinwell Close
"31, Tinwell Close, Lower Earley",RG6 3BJ,834,31,Tinwell Close
"25 Tinwell Close, Lower Earley",RG6 3BJ,1612,25,Tinwell Close
"33, Tinwell Close, Lower Earley",RG6 3BJ,1219,33,Tinwell Close
"15 Dunholme Close, Lower Earley",RG6 3BL,635,15,Dunholme Close
"12 Dunholme Close, Lower Earley",RG6 3BL,646,12,Dunholme Close
"7, Dunholme Close, Lower Earley",RG6 3BL,721,7,Dunholme Close
"4, Dunholme Close, Lower Earley",RG6 3BL,861,4,Dunholme Close
"10, Dunholme Close, Lower Earley",RG6 3BL,743,10,Dunholme Close
"15, Dunholme Close, Lower Earley",RG6 3BL,650,15,Dunholme Close
"12, Dunholme Close, Lower Earley",RG6 3BL,640,12,Dunholme Close
"9, Dunholme Close, Lower Earley",RG6 3BL,642,9,Dunholme Close
"3 Wispington Close, Lower Earley",RG6 3BN,635,3,Wispington Close
"25 Wispington Close, Lower Earley",RG6 3BN,721,25,Wispington Close
"22 Wispington Close, Lower Earley",RG6 3BN,775,22,Wispington Close
"2 WISPINGTON CLOSE, LOWER EARLEY",RG6 3BN,646,2,WISPINGTON CLOSE
"19 WISPINGTON CLOSE, EARLEY",RG6 3BN,495,19,WISPINGTON CLOSE
"9 WISPINGTON CLOSE, EARLEY",RG6 3BN,484,9,WISPINGTON CLOSE
"1, Wispington Close, Lower Earley",RG6 3BN,710,1,Wispington Close
"6, Wispington Close, Lower Earley",RG6 3BN,635,6,Wispington Close
"11, Wispington Close, Lower Earley",RG6 3BN,732,11,Wispington Close
"24, Wispington Close, Lower Earley",RG6 3BN,818,24,Wispington Close
"8, Wispington Close, Lower Earley",RG6 3BN,646,8,Wispington Close
"12, Wispington Close, Lower Earley",RG6 3BN,743,12,Wispington Close
"20, Wispington Close, Lower Earley",RG6 3BN,517,20,Wispington Close
"5, Wispington Close, Lower Earley",RG6 3BN,969,5,Wispington Close
"7, Wispington Close, Lower Earley",RG6 3BN,635,7,Wispington Close
"23, Wispington Close, Lower Earley",RG6 3BN,764,23,Wispington Close
"28, Wispington Close, Lower Earley",RG6 3BN,818,28,Wispington Close
"25, Wispington Close, Lower Earley",RG6 3BN,721,25,Wispington Close
"27, Wispington Close, Lower Earley",RG6 3BN,786,27,Wispington Close
"17, Wispington Close, Lower Earley",RG6 3BN,901,17,Wispington Close
"7, Wispington Close, Lower Earley",RG6 3BN,662,7,Wispington Close
"1, Wispington Close, Lower Earley",RG6 3BN,719,1,Wispington Close
"20 Gosforth Close, Lower Earley",RG6 3BP,614,20,Gosforth Close
"23, Gosforth Close, Lower Earley",RG6 3BP,603,23,Gosforth Close
"4, Gosforth Close, Lower Earley",RG6 3BP,829,4,Gosforth Close
"14, Gosforth Close, Lower Earley",RG6 3BP,786,14,Gosforth Close
"12, Gosforth Close, Lower Earley",RG6 3BP,786,12,Gosforth Close
"11, Gosforth Close, Lower Earley",RG6 3BP,603,11,Gosforth Close
"15, Gosforth Close, Lower Earley",RG6 3BP,807,15,Gosforth Close
"17, Gosforth Close, Lower Earley",RG6 3BP,614,17,Gosforth Close
"8, Gosforth Close, Lower Earley",RG6 3BP,646,8,Gosforth Close
"5, Gosforth Close, Lower Earley",RG6 3BP,581,5,Gosforth Close
"14, Gosforth Close, Lower Earley",RG6 3BP,792,14,Gosforth Close
"19, Gosforth Close, Lower Earley",RG6 3BP,728,19,Gosforth Close
"5, Gosforth Close, Lower Earley",RG6 3BP,580,5,Gosforth Close
"20, Gosforth Close, Lower Earley",RG6 3BP,659,20,Gosforth Close
"11, Kelton Close, Lower Earley",RG6 3BQ,1109,11,Kelton Close
10 KELTON CLOSE,RG6 3BQ,1615,10,KELTON CLOSE
"2, Kelton Close, Lower Earley",RG6 3BQ,1345,2,Kelton Close
"7, Kelton Close, Lower Earley",RG6 3BQ,1238,7,Kelton Close
"14, Kelton Close, Lower Earley",RG6 3BQ,1442,14,Kelton Close
"5, Kelton Close, Lower Earley",RG6 3BQ,1141,5,Kelton Close
"5, Kelton Close, Lower Earley",RG6 3BQ,1141,5,Kelton Close
"15, Kelton Close, Lower Earley",RG6 3BQ,1604,15,Kelton Close
"18, Kelton Close, Lower Earley",RG6 3BQ,1249,18,Kelton Close
"15, Kelton Close, Lower Earley",RG6 3BQ,1711,15,Kelton Close
"15, Kelton Close, Lower Earley",RG6 3BQ,1711,15,Kelton Close
"11, Kelton Close, Lower Earley",RG6 3BQ,1128,11,Kelton Close
"3, Kelton Close, Lower Earley",RG6 3BQ,1389,3,Kelton Close
"17 Egremont Drive, Lower Earley",RG6 3BS,689,17,Egremont Drive
"7 Egremont Drive, Lower Earley",RG6 3BS,700,7,Egremont Drive
"25 Egremont Drive, Lower Earley",RG6 3BS,915,25,Egremont Drive
"46 EGREMONT DRIVE, EARLEY",RG6 3BS,818,46,EGREMONT DRIVE
"4 EGREMONT DRIVE, EARLEY",RG6 3BS,678,4,EGREMONT DRIVE
"59 , Egremont Drive, Lower Earley",RG6 3BS,1152,59,
"40 EGREMONT DRIVE, EARLEY",RG6 3BS,1249,40,EGREMONT DRIVE
"22, Egremont Drive, Lower Earley",RG6 3BS,1152,22,Egremont Drive
"10, Egremont Drive, Lower Earley",RG6 3BS,710,10,Egremont Drive
"8, Egremont Drive, Lower Earley",RG6 3BS,689,8,Egremont Drive
"47, Egremont Drive, Lower Earley",RG6 3BS,1163,47,Egremont Drive
"86, Egremont Drive, Lower Earley",RG6 3BS,1453,86,Egremont Drive
"64, Egremont Drive, Lower Earley",RG6 3BS,1238,64,Egremont Drive
"61, Egremont Drive, Lower Earley",RG6 3BS,1012,61,Egremont Drive
"27, Egremont Drive, Lower Earley",RG6 3BS,1163,27,Egremont Drive
"58, Egremont Drive, Lower Earley",RG6 3BS,1378,58,Egremont Drive
"57, Egremont Drive, Lower Earley",RG6 3BS,1109,57,Egremont Drive
"88, Egremont Drive, Lower Earley",RG6 3BS,1690,88,Egremont Drive
"31, Egremont Drive, Lower Earley",RG6 3BS,1389,31,Egremont Drive
"16, Egremont Drive, Lower Earley",RG6 3BS,689,16,Egremont Drive
"76, Egremont Drive, Lower Earley",RG6 3BS,1012,76,Egremont Drive
"53, Egremont Drive, Lower Earley",RG6 3BS,797,53,Egremont Drive
"24, Egremont Drive, Lower Earley",RG6 3BS,1216,24,Egremont Drive
"52, Egremont Drive, Lower Earley",RG6 3BS,990,52,Egremont Drive
"54, Egremont Drive, Lower Earley",RG6 3BS,1313,54,Egremont Drive
"26, Egremont Drive, Lower Earley",RG6 3BS,893,26,Egremont Drive
"26, Egremont Drive, Lower Earley",RG6 3BS,893,26,Egremont Drive
"26, Egremont Drive, Lower Earley",RG6 3BS,893,26,Egremont Drive
"70, Egremont Drive, Lower Earley",RG6 3BS,1163,70,Egremont Drive
"48, Egremont Drive, Lower Earley",RG6 3BS,1216,48,Egremont Drive
"65, Egremont Drive, Lower Earley",RG6 3BS,1141,65,Egremont Drive
"17, Egremont Drive, Lower Earley",RG6 3BS,689,17,Egremont Drive
"55, Egremont Drive, Lower Earley",RG6 3BS,1227,55,Egremont Drive
"68, Egremont Drive, Lower Earley",RG6 3BS,980,68,Egremont Drive
"7, Egremont Drive, Lower Earley",RG6 3BS,710,7,Egremont Drive
"14, Egremont Drive, Lower Earley",RG6 3BS,678,14,Egremont Drive
"3, Egremont Drive, Lower Earley",RG6 3BS,703,3,Egremont Drive
"84, Egremont Drive, Lower Earley",RG6 3BS,1126,84,Egremont Drive
"32, Egremont Drive, Lower Earley",RG6 3BS,1140,32,Egremont Drive
"61, Egremont Drive, Lower Earley",RG6 3BS,1030,61,Egremont Drive
"46, Egremont Drive, Lower Earley",RG6 3BS,798,46,Egremont Drive
"35, Egremont Drive, Lower Earley",RG6 3BS,800,35,Egremont Drive
"57, Egremont Drive, Lower Earley",RG6 3BS,1049,57,Egremont Drive
"19, Egremont Drive, Lower Earley",RG6 3BS,592,19,Egremont Drive
"11, Egremont Drive, Lower Earley",RG6 3BS,554,11,Egremont Drive
"4, Egremont Drive, Lower Earley",RG6 3BS,785,4,Egremont Drive
"38 Sellafield Way, Lower Earley",RG6 3BT,678,38,Sellafield Way
"66 Sellafield Way, Lower Earley",RG6 3BT,624,66,Sellafield Way
"53 Sellafield Way, Lower Earley",RG6 3BT,646,53,Sellafield Way
"58 Sellafield Way, Lower Earley",RG6 3BT,732,58,Sellafield Way
"55 Sellafield Way, Lower Earley",RG6 3BT,850,55,Sellafield Way
"44 Sellafield Way, Lower Earley",RG6 3BT,603,44,Sellafield Way
"9 Sellafield Way, Lower Earley",RG6 3BT,818,9,Sellafield Way
"9 Sellafield Way, Lower Earley",RG6 3BT,818,9,Sellafield Way
"34 Sellafield Way, Lower Earley",RG6 3BT,915,34,Sellafield Way
"18 SELLAFIELD WAY, WOKINGHAM, READING",RG6 3BT,797,18,SELLAFIELD WAY
"30 SELLAFIELD WAY, WOKINGHAM, READING",RG6 3BT,797,30,SELLAFIELD WAY
"64, Sellafield Way, Lower Earley",RG6 3BT,646,64,Sellafield Way
"28, Sellafield Way, Lower Earley",RG6 3BT,635,28,Sellafield Way
"23, Sellafield Way, Lower Earley",RG6 3BT,581,23,Sellafield Way
"46, Sellafield Way, Lower Earley",RG6 3BT,581,46,Sellafield Way
"27, Sellafield Way, Lower Earley",RG6 3BT,797,27,Sellafield Way
"59, Sellafield Way, Lower Earley",RG6 3BT,915,59,Sellafield Way
"60, Sellafield Way, Lower Earley",RG6 3BT,807,60,Sellafield Way
"25, Sellafield Way, Lower Earley",RG6 3BT,797,25,Sellafield Way
"25, Sellafield Way, Lower Earley",RG6 3BT,797,25,Sellafield Way
"39, Sellafield Way, Lower Earley",RG6 3BT,764,39,Sellafield Way
"3, Sellafield Way, Lower Earley",RG6 3BT,710,3,Sellafield Way
"9, Sellafield Way, Lower Earley",RG6 3BT,872,9,Sellafield Way
"68, Sellafield Way, Lower Earley",RG6 3BT,721,68,Sellafield Way
"2, Sellafield Way, Lower Earley",RG6 3BT,689,2,Sellafield Way
"10, Sellafield Way, Lower Earley",RG6 3BT,764,10,Sellafield Way
"1, Sellafield Way, Lower Earley",RG6 3BT,646,1,Sellafield Way
"19, Sellafield Way, Lower Earley",RG6 3BT,560,19,Sellafield Way
"66, Sellafield Way, Lower Earley",RG6 3BT,617,66,Sellafield Way
"14, Sellafield Way, Lower Earley",RG6 3BT,596,14,Sellafield Way
"51, Sellafield Way, Lower Earley",RG6 3BT,737,51,Sellafield Way
"32, Sellafield Way, Lower Earley",RG6 3BT,574,32,Sellafield Way
"44, Sellafield Way, Lower Earley",RG6 3BT,616,44,Sellafield Way
"37, Sellafield Way, Lower Earley",RG6 3BT,610,37,Sellafield Way
"52, Sellafield Way, Lower Earley",RG6 3BT,945,52,Sellafield Way
"48, Sellafield Way, Lower Earley",RG6 3BT,580,48,Sellafield Way
"58, Sellafield Way, Lower Earley",RG6 3BT,776,58,Sellafield Way
"9, Sellafield Way, Lower Earley",RG6 3BT,926,9,Sellafield Way
"30, Sellafield Way, Lower Earley",RG6 3BT,783,30,Sellafield Way
"64, Sellafield Way, Lower Earley",RG6 3BT,636,64,Sellafield Way
"5, Sellafield Way, Lower Earley",RG6 3BT,656,5,Sellafield Way
"27 Harrington Close, Lower Earley",RG6 3BU,786,27,Harrington Close
"26 Harrington Close, Lower Earley",RG6 3BU,581,26,Harrington Close
"41 Harrington Close, Lower Earley",RG6 3BU,657,41,Harrington Close
"3 HARRINGTON CLOSE, EARLEY",RG6 3BU,797,3,HARRINGTON CLOSE
"34, Harrington Close, Lower Earley",RG6 3BU,1055,34,Harrington Close
"12, Harrington Close, Lower Earley",RG6 3BU,743,12,Harrington Close
"6, Harrington Close, Lower Earley",RG6 3BU,743,6,Harrington Close
"29, Harrington Close, Lower Earley",RG6 3BU,581,29,Harrington Close
"4, Harrington Close, Lower Earley",RG6 3BU,743,4,Harrington Close
"5, Harrington Close, Lower Earley",RG6 3BU,753,5,Harrington Close
"7, Harrington Close, Lower Earley",RG6 3BU,904,7,Harrington Close
"3, Harrington Close, Lower Earley",RG6 3BU,657,3,Harrington Close
"38, Harrington Close, Lower Earley",RG6 3BU,667,38,Harrington Close
"25, Harrington Close, Lower Earley",RG6 3BU,581,25,Harrington Close
"28, Harrington Close, Lower Earley",RG6 3BU,614,28,Harrington Close
"22, Harrington Close, Lower Earley",RG6 3BU,732,22,Harrington Close
"22, Harrington Close, Lower Earley",RG6 3BU,786,22,Harrington Close
"19, Harrington Close, Lower Earley",RG6 3BU,797,19,Harrington Close
"34, Harrington Close, Lower Earley",RG6 3BU,689,34,Harrington Close
"19, Harrington Close, Lower Earley",RG6 3BU,764,19,Harrington Close
"9, Harrington Close, Lower Earley",RG6 3BU,786,9,Harrington Close
"7, Harrington Close, Lower Earley",RG6 3BU,872,7,Harrington Close
"32, Harrington Close, Lower Earley",RG6 3BU,678,32,Harrington Close
"14, Harrington Close, Lower Earley",RG6 3BU,506,14,Harrington Close
"37, Harrington Close, Lower Earley",RG6 3BU,689,37,Harrington Close
"1, Harrington Close, Lower Earley",RG6 3BU,775,1,Harrington Close
"32, Harrington Close, Lower Earley",RG6 3BU,657,32,Harrington Close
"5, Harrington Close, Lower Earley",RG6 3BU,753,5,Harrington Close
"5, Harrington Close, Lower Earley",RG6 3BU,797,5,Harrington Close
"28, Harrington Close, Lower Earley",RG6 3BU,592,28,Harrington Close
"26, Harrington Close, Lower Earley",RG6 3BU,597,26,Harrington Close
"35, Harrington Close, Lower Earley",RG6 3BU,669,35,Harrington Close
"15, Harrington Close, Lower Earley",RG6 3BU,740,15,Harrington Close
"10 Binbrook Close, Lower Earley",RG6 3BW,646,10,Binbrook Close
"28 BINBROOK CLOSE, LOWER EARLEY",RG6 3BW,1055,28,BINBROOK CLOSE
"8 Binbrook Close, Lower Earley",RG6 3BW,646,8,Binbrook Close
"20 Binbrook Close, Lower Earley",RG6 3BW,646,20,Binbrook Close
"21, Binbrook Close, Lower Earley",RG6 3BW,936,21,Binbrook Close
"15, Binbrook Close, Lower Earley",RG6 3BW,527,15,Binbrook Close
"2, Binbrook Close, Lower Earley",RG6 3BW,904,2,Binbrook Close
"17, Binbrook Close, Lower Earley",RG6 3BW,495,17,Binbrook Close
"7, Binbrook Close, Lower Earley",RG6 3BW,517,7,Binbrook Close
"14, Binbrook Close, Lower Earley",RG6 3BW,581,14,Binbrook Close
"25, Binbrook Close, Lower Earley",RG6 3BW,958,25,Binbrook Close
"11, Binbrook Close, Lower Earley",RG6 3BW,646,11,Binbrook Close
"3, Binbrook Close, Lower Earley",RG6 3BW,872,3,Binbrook Close
"23, Binbrook Close, Lower Earley",RG6 3BW,474,23,Binbrook Close
"6, Binbrook Close, Lower Earley",RG6 3BW,560,6,Binbrook Close
"24, Binbrook Close, Lower Earley",RG6 3BW,549,24,Binbrook Close
"27, Binbrook Close, Lower Earley",RG6 3BW,872,27,Binbrook Close
"12, Binbrook Close, Lower Earley",RG6 3BW,646,12,Binbrook Close
"26, Binbrook Close, Lower Earley",RG6 3BW,969,26,Binbrook Close
"26, Binbrook Close, Lower Earley",RG6 3BW,969,26,Binbrook Close
"9, Binbrook Close, Lower Earley",RG6 3BW,646,9,Binbrook Close
"10, Binbrook Close, Lower Earley",RG6 3BW,642,10,Binbrook Close
"20, Binbrook Close, Lower Earley",RG6 3BW,634,20,Binbrook Close
"1, Binbrook Close, Lower Earley",RG6 3BW,1008,1,Binbrook Close
"8, Binbrook Close, Lower Earley",RG6 3BW,640,8,Binbrook Close
"6, Binbrook Close, Lower Earley",RG6 3BW,527,6,Binbrook Close
"28 Ravenglass Close, Lower Earley",RG6 3BX,797,28,Ravenglass Close
"1 RAVENGLASS CLOSE, LOWER EARLEY",RG6 3BX,764,1,RAVENGLASS CLOSE
"24, Ravenglass Close, Lower Earley",RG6 3BX,581,24,Ravenglass Close
"5, Ravenglass Close, Lower Earley",RG6 3BX,710,5,Ravenglass Close
"21, Ravenglass Close, Lower Earley",RG6 3BX,915,21,Ravenglass Close
"8, Ravenglass Close, Lower Earley",RG6 3BX,904,8,Ravenglass Close
"7, Ravenglass Close, Lower Earley",RG6 3BX,603,7,Ravenglass Close
"16, Ravenglass Close, Lower Earley",RG6 3BX,775,16,Ravenglass Close
"10, Ravenglass Close, Lower Earley",RG6 3BX,635,10,Ravenglass Close
"17, Ravenglass Close, Lower Earley",RG6 3BX,786,17,Ravenglass Close
"9, Ravenglass Close, Lower Earley",RG6 3BX,614,9,Ravenglass Close
"19, Ravenglass Close, Lower Earley",RG6 3BX,646,19,Ravenglass Close
"11, Ravenglass Close, Lower Earley",RG6 3BX,603,11,Ravenglass Close
"4, Ravenglass Close, Lower Earley",RG6 3BX,766,4,Ravenglass Close
"26 Allonby Close, Lower Earley",RG6 3BY,1066,26,Allonby Close
"5 Allonby Close, Lower Earley",RG6 3BY,850,5,Allonby Close
"9 Allonby Close, Lower Earley",RG6 3BY,1561,9,Allonby Close
"18 Allonby Close, Lower Earley",RG6 3BY,1324,18,Allonby Close
"16 ALLONBY CLOSE, EARLEY",RG6 3BY,1475,16,ALLONBY CLOSE
"23 ALLONBY CLOSE, EARLEY",RG6 3BY,1076,23,ALLONBY CLOSE
"35, Allonby Close, Lower Earley",RG6 3BY,1152,35,Allonby Close
"12, Allonby Close, Lower Earley",RG6 3BY,1055,12,Allonby Close
"24, Allonby Close, Lower Earley",RG6 3BY,1335,24,Allonby Close
"27, Allonby Close, Lower Earley",RG6 3BY,1066,27,Allonby Close
"17, Allonby Close, Lower Earley",RG6 3BY,1152,17,Allonby Close
"21, Allonby Close, Lower Earley",RG6 3BY,872,21,Allonby Close
"31, Allonby Close, Lower Earley",RG6 3BY,1389,31,Allonby Close
"22, Allonby Close, Lower Earley",RG6 3BY,1055,22,Allonby Close
"4, Allonby Close, Lower Earley",RG6 3BY,840,4,Allonby Close
"28, Allonby Close, Lower Earley",RG6 3BY,850,28,Allonby Close
"21, Allonby Close, Lower Earley",RG6 3BY,840,21,Allonby Close
"3, Allonby Close, Lower Earley",RG6 3BY,850,3,Allonby Close
"7, Allonby Close, Lower Earley",RG6 3BY,1066,7,Allonby Close
"5, Allonby Close, Lower Earley",RG6 3BY,829,5,Allonby Close
"33, Allonby Close, Lower Earley",RG6 3BY,1433,33,Allonby Close
"20, Allonby Close, Lower Earley",RG6 3BY,1168,20,Allonby Close
"23, Allonby Close, Lower Earley",RG6 3BY,1055,23,Allonby Close
"29, Allonby Close, Lower Earley",RG6 3BY,851,29,Allonby Close
"18 MAWBRAY CLOSE, EARLEY",RG6 3BZ,807,18,MAWBRAY CLOSE
"20, Mawbray Close, Lower Earley",RG6 3BZ,732,20,Mawbray Close
"12, Mawbray Close, Lower Earley",RG6 3BZ,753,12,Mawbray Close
"10, Mawbray Close, Lower Earley",RG6 3BZ,1130,10,Mawbray Close
"3, Mawbray Close, Lower Earley",RG6 3BZ,678,3,Mawbray Close
"15, Mawbray Close, Lower Earley",RG6 3BZ,786,15,Mawbray Close
"6, Mawbray Close, Lower Earley",RG6 3BZ,657,6,Mawbray Close
"26, Mawbray Close, Lower Earley",RG6 3BZ,883,26,Mawbray Close
"14, Mawbray Close, Lower Earley",RG6 3BZ,786,14,Mawbray Close
"24, Mawbray Close, Lower Earley",RG6 3BZ,818,24,Mawbray Close
"21, Mawbray Close, Lower Earley",RG6 3BZ,818,21,Mawbray Close
"11, Mawbray Close, Lower Earley",RG6 3BZ,720,11,Mawbray Close
"7, Mawbray Close, Lower Earley",RG6 3BZ,709,7,Mawbray Close
"25, Mawbray Close, Lower Earley",RG6 3BZ,739,25,Mawbray Close
"9, Mawbray Close, Lower Earley",RG6 3BZ,576,9,Mawbray Close
